time;vehicle;bicycle;person;site;cameraCode
2022-09-07T00:35:00Z;54;1;55;Valencia EnriqueGranados;110_2
2022-09-07T00:35:00Z;135;0;36;Valencia Rocafort;110_1
2022-09-07T00:35:00Z;37;4;58;ConsellDeCent EnriqueGranados;110_6
2022-09-07T00:35:00Z;40;15;70;Valencia Girona;110_3
2022-09-07T00:35:00Z;16;11;16;ConsellDeCent Girona;110_8
2022-09-07T00:35:00Z;84;4;31;ConsellDeCent Rocafort;110_4
2022-09-07T00:35:00Z;6;4;40;ConsellDeCent CompteBorrell;110_5
2022-09-07T00:40:00Z;56;2;31;ConsellDeCent Rocafort;110_4
2022-09-07T00:40:00Z;128;0;36;Valencia Rocafort;110_1
2022-09-07T00:40:00Z;8;6;24;ConsellDeCent Girona;110_8
2022-09-07T00:40:00Z;66;6;49;Valencia EnriqueGranados;110_2
2022-09-07T00:40:00Z;33;7;72;ConsellDeCent EnriqueGranados;110_6
2022-09-07T00:40:00Z;6;4;18;ConsellDeCent CompteBorrell;110_5
2022-09-07T00:40:00Z;45;3;37;Valencia Girona;110_3
2022-09-07T00:45:00Z;19;6;31;ConsellDeCent Girona;110_8
2022-09-07T00:45:00Z;23;9;70;ConsellDeCent EnriqueGranados;110_6
2022-09-07T00:45:00Z;3;4;18;ConsellDeCent CompteBorrell;110_5
2022-09-07T00:45:00Z;79;0;18;Valencia Rocafort;110_1
2022-09-07T00:45:00Z;62;11;81;Valencia EnriqueGranados;110_2
2022-09-07T00:45:00Z;39;5;37;Valencia Girona;110_3
2022-09-07T00:45:00Z;67;4;48;ConsellDeCent Rocafort;110_4
2022-09-07T00:50:00Z;59;9;56;ConsellDeCent Rocafort;110_4
2022-09-07T00:50:00Z;24;4;78;ConsellDeCent EnriqueGranados;110_6
2022-09-07T00:50:00Z;4;3;18;ConsellDeCent CompteBorrell;110_5
2022-09-07T00:50:00Z;55;6;44;Valencia Girona;110_3
2022-09-07T00:50:00Z;5;5;17;ConsellDeCent Girona;110_8
2022-09-07T00:50:00Z;87;0;15;Valencia Rocafort;110_1
2022-09-07T00:50:00Z;47;3;37;Valencia EnriqueGranados;110_2
2022-09-07T00:55:00Z;36;6;40;Valencia Girona;110_3
2022-09-07T00:55:00Z;61;2;50;ConsellDeCent Rocafort;110_4
2022-09-07T00:55:00Z;26;9;44;ConsellDeCent EnriqueGranados;110_6
2022-09-07T00:55:00Z;4;2;37;ConsellDeCent Girona;110_8
2022-09-07T00:55:00Z;46;6;32;Valencia EnriqueGranados;110_2
2022-09-07T00:55:00Z;3;3;4;ConsellDeCent CompteBorrell;110_5
2022-09-07T00:55:00Z;79;0;13;Valencia Rocafort;110_1
2022-09-07T01:00:00Z;6;1;17;ConsellDeCent Girona;110_8
2022-09-07T01:00:00Z;83;1;18;Valencia Rocafort;110_1
2022-09-07T01:00:00Z;62;1;57;ConsellDeCent Rocafort;110_4
2022-09-07T01:00:00Z;39;6;18;Valencia Girona;110_3
2022-09-07T01:00:00Z;16;10;39;ConsellDeCent EnriqueGranados;110_6
2022-09-07T01:00:00Z;46;6;35;Valencia EnriqueGranados;110_2
2022-09-07T01:00:00Z;2;3;16;ConsellDeCent CompteBorrell;110_5
2022-09-07T01:05:00Z;4;0;31;ConsellDeCent CompteBorrell;110_5
2022-09-07T01:05:00Z;25;10;43;ConsellDeCent EnriqueGranados;110_6
2022-09-07T01:05:00Z;46;4;45;Valencia EnriqueGranados;110_2
2022-09-07T01:05:00Z;35;8;42;Valencia Girona;110_3
2022-09-07T01:05:00Z;59;3;41;ConsellDeCent Rocafort;110_4
2022-09-07T01:05:00Z;128;2;29;Valencia Rocafort;110_1
2022-09-07T01:05:00Z;2;7;21;ConsellDeCent Girona;110_8
2022-09-07T01:10:00Z;42;0;91;Valencia EnriqueGranados;110_2
2022-09-07T01:10:00Z;18;4;43;Valencia Girona;110_3
2022-09-07T01:10:00Z;16;7;17;ConsellDeCent Girona;110_8
2022-09-07T01:10:00Z;83;3;55;ConsellDeCent Rocafort;110_4
2022-09-07T01:10:00Z;26;5;64;ConsellDeCent EnriqueGranados;110_6
2022-09-07T01:10:00Z;97;1;15;Valencia Rocafort;110_1
2022-09-07T01:10:00Z;6;6;35;ConsellDeCent CompteBorrell;110_5
2022-09-07T01:15:00Z;56;5;90;Valencia EnriqueGranados;110_2
2022-09-07T01:15:00Z;82;5;48;ConsellDeCent Rocafort;110_4
2022-09-07T01:15:00Z;0;0;14;ConsellDeCent CompteBorrell;110_5
2022-09-07T01:15:00Z;12;7;21;ConsellDeCent Girona;110_8
2022-09-07T01:15:00Z;27;9;19;ConsellDeCent EnriqueGranados;110_6
2022-09-07T01:15:00Z;109;0;24;Valencia Rocafort;110_1
2022-09-07T01:15:00Z;41;11;64;Valencia Girona;110_3
2022-09-07T01:20:00Z;27;9;17;ConsellDeCent EnriqueGranados;110_6
2022-09-07T01:20:00Z;2;0;11;ConsellDeCent CompteBorrell;110_5
2022-09-07T01:20:00Z;30;4;37;Valencia Girona;110_3
2022-09-07T01:20:00Z;6;8;10;ConsellDeCent Girona;110_8
2022-09-07T01:20:00Z;82;2;32;ConsellDeCent Rocafort;110_4
2022-09-07T01:20:00Z;41;4;53;Valencia EnriqueGranados;110_2
2022-09-07T01:20:00Z;112;0;24;Valencia Rocafort;110_1
2022-09-07T01:25:00Z;33;4;15;ConsellDeCent EnriqueGranados;110_6
2022-09-07T01:25:00Z;26;0;52;Valencia EnriqueGranados;110_2
2022-09-07T01:25:00Z;12;7;17;ConsellDeCent Girona;110_8
2022-09-07T01:25:00Z;61;4;35;ConsellDeCent Rocafort;110_4
2022-09-07T01:25:00Z;33;6;38;Valencia Girona;110_3
2022-09-07T01:25:00Z;90;0;14;Valencia Rocafort;110_1
2022-09-07T01:25:00Z;1;1;17;ConsellDeCent CompteBorrell;110_5
2022-09-07T01:30:00Z;1;4;20;ConsellDeCent CompteBorrell;110_5
2022-09-07T01:30:00Z;7;2;8;ConsellDeCent Girona;110_8
2022-09-07T01:30:00Z;37;2;49;Valencia Girona;110_3
2022-09-07T01:30:00Z;23;9;45;ConsellDeCent EnriqueGranados;110_6
2022-09-07T01:30:00Z;56;3;85;Valencia EnriqueGranados;110_2
2022-09-07T01:30:00Z;72;1;30;ConsellDeCent Rocafort;110_4
2022-09-07T01:30:00Z;104;0;24;Valencia Rocafort;110_1
2022-09-07T01:35:00Z;5;1;47;ConsellDeCent CompteBorrell;110_5
2022-09-07T01:35:00Z;17;9;15;ConsellDeCent EnriqueGranados;110_6
2022-09-07T01:35:00Z;61;3;25;Valencia EnriqueGranados;110_2
2022-09-07T01:35:00Z;52;2;21;ConsellDeCent Rocafort;110_4
2022-09-07T01:35:00Z;78;0;12;Valencia Rocafort;110_1
2022-09-07T01:35:00Z;5;5;6;ConsellDeCent Girona;110_8
2022-09-07T01:35:00Z;26;7;66;Valencia Girona;110_3
2022-09-07T01:40:00Z;4;1;6;ConsellDeCent Girona;110_8
2022-09-07T01:40:00Z;113;0;15;Valencia Rocafort;110_1
2022-09-07T01:40:00Z;85;2;10;ConsellDeCent Rocafort;110_4
2022-09-07T01:40:00Z;56;9;51;Valencia Girona;110_3
2022-09-07T01:40:00Z;15;1;36;ConsellDeCent EnriqueGranados;110_6
2022-09-07T01:40:00Z;56;3;52;Valencia EnriqueGranados;110_2
2022-09-07T01:40:00Z;0;4;13;ConsellDeCent CompteBorrell;110_5
2022-09-07T01:45:00Z;1;7;5;ConsellDeCent CompteBorrell;110_5
2022-09-07T01:45:00Z;24;6;14;ConsellDeCent EnriqueGranados;110_6
2022-09-07T01:45:00Z;3;2;4;ConsellDeCent Girona;110_8
2022-09-07T01:45:00Z;52;1;8;ConsellDeCent Rocafort;110_4
2022-09-07T01:45:00Z;82;0;20;Valencia Rocafort;110_1
2022-09-07T01:45:00Z;46;3;46;Valencia Girona;110_3
2022-09-07T01:45:00Z;52;1;18;Valencia EnriqueGranados;110_2
2022-09-07T01:50:00Z;23;4;18;ConsellDeCent EnriqueGranados;110_6
2022-09-07T01:50:00Z;42;2;33;Valencia EnriqueGranados;110_2
2022-09-07T01:50:00Z;3;0;11;ConsellDeCent CompteBorrell;110_5
2022-09-07T01:50:00Z;79;0;17;Valencia Rocafort;110_1
2022-09-07T01:50:00Z;10;1;6;ConsellDeCent Girona;110_8
2022-09-07T01:50:00Z;44;0;4;ConsellDeCent Rocafort;110_4
2022-09-07T01:50:00Z;26;0;37;Valencia Girona;110_3
2022-09-07T01:55:00Z;82;0;10;Valencia Rocafort;110_1
2022-09-07T01:55:00Z;18;3;9;ConsellDeCent EnriqueGranados;110_6
2022-09-07T01:55:00Z;68;3;20;ConsellDeCent Rocafort;110_4
2022-09-07T01:55:00Z;24;4;38;Valencia Girona;110_3
2022-09-07T01:55:00Z;4;0;22;ConsellDeCent Girona;110_8
2022-09-07T01:55:00Z;32;4;24;Valencia EnriqueGranados;110_2
2022-09-07T01:55:00Z;1;0;31;ConsellDeCent CompteBorrell;110_5
2022-09-07T02:00:00Z;23;1;14;ConsellDeCent EnriqueGranados;110_6
2022-09-07T02:00:00Z;33;3;10;Valencia EnriqueGranados;110_2
2022-09-07T02:00:00Z;27;8;37;Valencia Girona;110_3
2022-09-07T02:00:00Z;0;1;15;ConsellDeCent CompteBorrell;110_5
2022-09-07T02:00:00Z;57;0;12;ConsellDeCent Rocafort;110_4
2022-09-07T02:00:00Z;10;1;3;ConsellDeCent Girona;110_8
2022-09-07T02:00:00Z;66;0;9;Valencia Rocafort;110_1
2022-09-07T02:05:00Z;64;0;6;Valencia Rocafort;110_1
2022-09-07T02:05:00Z;27;3;26;Valencia EnriqueGranados;110_2
2022-09-07T02:05:00Z;3;1;2;ConsellDeCent Girona;110_8
2022-09-07T02:05:00Z;1;1;9;ConsellDeCent CompteBorrell;110_5
2022-09-07T02:05:00Z;16;3;42;ConsellDeCent EnriqueGranados;110_6
2022-09-07T02:05:00Z;29;1;37;Valencia Girona;110_3
2022-09-07T02:05:00Z;57;2;10;ConsellDeCent Rocafort;110_4
2022-09-07T02:10:00Z;1;1;15;ConsellDeCent CompteBorrell;110_5
2022-09-07T02:10:00Z;1;1;3;ConsellDeCent Girona;110_8
2022-09-07T02:10:00Z;30;1;6;ConsellDeCent EnriqueGranados;110_6
2022-09-07T02:10:00Z;80;0;9;Valencia Rocafort;110_1
2022-09-07T02:10:00Z;23;12;39;Valencia Girona;110_3
2022-09-07T02:10:00Z;20;2;28;Valencia EnriqueGranados;110_2
2022-09-07T02:10:00Z;53;3;7;ConsellDeCent Rocafort;110_4
2022-09-07T02:15:00Z;2;2;2;ConsellDeCent Girona;110_8
2022-09-07T02:15:00Z;20;1;17;ConsellDeCent EnriqueGranados;110_6
2022-09-07T02:15:00Z;23;7;18;Valencia EnriqueGranados;110_2
2022-09-07T02:15:00Z;22;6;37;Valencia Girona;110_3
2022-09-07T02:15:00Z;69;0;10;Valencia Rocafort;110_1
2022-09-07T02:15:00Z;39;2;6;ConsellDeCent Rocafort;110_4
2022-09-07T02:15:00Z;4;1;16;ConsellDeCent CompteBorrell;110_5
2022-09-07T02:20:00Z;18;5;31;ConsellDeCent EnriqueGranados;110_6
2022-09-07T02:20:00Z;15;6;25;Valencia Girona;110_3
2022-09-07T02:20:00Z;2;0;3;ConsellDeCent Girona;110_8
2022-09-07T02:20:00Z;2;0;2;ConsellDeCent CompteBorrell;110_5
2022-09-07T02:20:00Z;71;0;6;Valencia Rocafort;110_1
2022-09-07T02:20:00Z;33;1;9;ConsellDeCent Rocafort;110_4
2022-09-07T02:20:00Z;28;3;20;Valencia EnriqueGranados;110_2
2022-09-07T02:25:00Z;20;2;32;Valencia EnriqueGranados;110_2
2022-09-07T02:25:00Z;15;3;15;ConsellDeCent EnriqueGranados;110_6
2022-09-07T02:25:00Z;3;0;10;ConsellDeCent CompteBorrell;110_5
2022-09-07T02:25:00Z;61;3;16;ConsellDeCent Rocafort;110_4
2022-09-07T02:25:00Z;21;3;41;Valencia Girona;110_3
2022-09-07T02:25:00Z;1;0;2;ConsellDeCent Girona;110_8
2022-09-07T02:25:00Z;50;0;4;Valencia Rocafort;110_1
2022-09-07T02:30:00Z;22;3;25;ConsellDeCent EnriqueGranados;110_6
2022-09-07T02:30:00Z;24;1;45;Valencia EnriqueGranados;110_2
2022-09-07T02:30:00Z;14;1;25;Valencia Girona;110_3
2022-09-07T02:30:00Z;19;1;1;ConsellDeCent Rocafort;110_4
2022-09-07T02:30:00Z;2;0;9;ConsellDeCent CompteBorrell;110_5
2022-09-07T02:30:00Z;64;0;6;Valencia Rocafort;110_1
2022-09-07T02:30:00Z;5;1;6;ConsellDeCent Girona;110_8
2022-09-07T02:35:00Z;79;0;8;Valencia Rocafort;110_1
2022-09-07T02:35:00Z;28;1;41;Valencia EnriqueGranados;110_2
2022-09-07T02:35:00Z;19;4;12;ConsellDeCent EnriqueGranados;110_6
2022-09-07T02:35:00Z;5;0;3;ConsellDeCent CompteBorrell;110_5
2022-09-07T02:35:00Z;2;1;2;ConsellDeCent Girona;110_8
2022-09-07T02:35:00Z;34;1;3;ConsellDeCent Rocafort;110_4
2022-09-07T02:35:00Z;27;6;52;Valencia Girona;110_3
2022-09-07T02:40:00Z;13;2;33;ConsellDeCent EnriqueGranados;110_6
2022-09-07T02:40:00Z;60;2;5;ConsellDeCent Rocafort;110_4
2022-09-07T02:40:00Z;17;4;26;Valencia Girona;110_3
2022-09-07T02:40:00Z;76;0;5;Valencia Rocafort;110_1
2022-09-07T02:40:00Z;3;0;3;ConsellDeCent CompteBorrell;110_5
2022-09-07T02:40:00Z;1;0;2;ConsellDeCent Girona;110_8
2022-09-07T02:40:00Z;25;2;35;Valencia EnriqueGranados;110_2
2022-09-07T02:45:00Z;3;3;5;ConsellDeCent Girona;110_8
2022-09-07T02:45:00Z;17;1;32;Valencia Girona;110_3
2022-09-07T02:45:00Z;21;2;20;Valencia EnriqueGranados;110_2
2022-09-07T02:45:00Z;62;0;10;Valencia Rocafort;110_1
2022-09-07T02:45:00Z;22;2;1;ConsellDeCent Rocafort;110_4
2022-09-07T02:45:00Z;2;0;2;ConsellDeCent CompteBorrell;110_5
2022-09-07T02:45:00Z;19;3;4;ConsellDeCent EnriqueGranados;110_6
2022-09-07T02:50:00Z;52;0;8;Valencia Rocafort;110_1
2022-09-07T02:50:00Z;2;0;0;ConsellDeCent CompteBorrell;110_5
2022-09-07T02:50:00Z;19;0;9;Valencia EnriqueGranados;110_2
2022-09-07T02:50:00Z;38;0;10;ConsellDeCent Rocafort;110_4
2022-09-07T02:50:00Z;16;3;36;Valencia Girona;110_3
2022-09-07T02:50:00Z;2;2;3;ConsellDeCent Girona;110_8
2022-09-07T02:50:00Z;8;1;1;ConsellDeCent EnriqueGranados;110_6
2022-09-07T02:55:00Z;32;0;3;ConsellDeCent Rocafort;110_4
2022-09-07T02:55:00Z;1;1;2;ConsellDeCent Girona;110_8
2022-09-07T02:55:00Z;24;1;46;Valencia Girona;110_3
2022-09-07T02:55:00Z;19;0;4;Valencia EnriqueGranados;110_2
2022-09-07T02:55:00Z;69;0;8;Valencia Rocafort;110_1
2022-09-07T02:55:00Z;13;0;5;ConsellDeCent EnriqueGranados;110_6
2022-09-07T02:55:00Z;0;0;2;ConsellDeCent CompteBorrell;110_5
2022-09-07T03:00:00Z;19;2;0;ConsellDeCent EnriqueGranados;110_6
2022-09-07T03:00:00Z;1;1;1;ConsellDeCent Girona;110_8
2022-09-07T03:00:00Z;1;1;0;ConsellDeCent CompteBorrell;110_5
2022-09-07T03:00:00Z;11;0;27;Valencia Girona;110_3
2022-09-07T03:00:00Z;16;0;7;Valencia EnriqueGranados;110_2
2022-09-07T03:00:00Z;48;1;0;ConsellDeCent Rocafort;110_4
2022-09-07T03:00:00Z;81;0;9;Valencia Rocafort;110_1
2022-09-07T03:05:00Z;15;0;33;Valencia Girona;110_3
2022-09-07T03:05:00Z;4;1;2;ConsellDeCent Girona;110_8
2022-09-07T03:05:00Z;28;1;3;Valencia EnriqueGranados;110_2
2022-09-07T03:05:00Z;71;0;7;Valencia Rocafort;110_1
2022-09-07T03:05:00Z;1;0;1;ConsellDeCent CompteBorrell;110_5
2022-09-07T03:05:00Z;17;0;20;ConsellDeCent EnriqueGranados;110_6
2022-09-07T03:05:00Z;42;1;6;ConsellDeCent Rocafort;110_4
2022-09-07T03:10:00Z;20;1;6;Valencia EnriqueGranados;110_2
2022-09-07T03:10:00Z;17;1;4;ConsellDeCent EnriqueGranados;110_6
2022-09-07T03:10:00Z;2;0;0;ConsellDeCent Girona;110_8
2022-09-07T03:10:00Z;12;5;40;Valencia Girona;110_3
2022-09-07T03:10:00Z;49;0;6;Valencia Rocafort;110_1
2022-09-07T03:10:00Z;34;1;2;ConsellDeCent Rocafort;110_4
2022-09-07T03:10:00Z;0;1;6;ConsellDeCent CompteBorrell;110_5
2022-09-07T03:15:00Z;16;0;5;ConsellDeCent EnriqueGranados;110_6
2022-09-07T03:15:00Z;1;0;0;ConsellDeCent Girona;110_8
2022-09-07T03:15:00Z;17;0;2;Valencia EnriqueGranados;110_2
2022-09-07T03:15:00Z;51;0;8;Valencia Rocafort;110_1
2022-09-07T03:15:00Z;12;1;50;Valencia Girona;110_3
2022-09-07T03:15:00Z;1;0;7;ConsellDeCent CompteBorrell;110_5
2022-09-07T03:15:00Z;41;0;0;ConsellDeCent Rocafort;110_4
2022-09-07T03:20:00Z;16;1;15;ConsellDeCent EnriqueGranados;110_6
2022-09-07T03:20:00Z;0;3;7;ConsellDeCent CompteBorrell;110_5
2022-09-07T03:20:00Z;53;0;3;ConsellDeCent Rocafort;110_4
2022-09-07T03:20:00Z;19;3;52;Valencia Girona;110_3
2022-09-07T03:20:00Z;36;0;4;Valencia Rocafort;110_1
2022-09-07T03:20:00Z;19;0;5;Valencia EnriqueGranados;110_2
2022-09-07T03:20:00Z;6;0;2;ConsellDeCent Girona;110_8
2022-09-07T03:25:00Z;21;0;2;Valencia Rocafort;110_1
2022-09-07T03:25:00Z;21;0;7;Valencia EnriqueGranados;110_2
2022-09-07T03:25:00Z;13;5;41;Valencia Girona;110_3
2022-09-07T03:25:00Z;50;3;4;ConsellDeCent Rocafort;110_4
2022-09-07T03:25:00Z;22;1;1;ConsellDeCent EnriqueGranados;110_6
2022-09-07T03:25:00Z;1;1;4;ConsellDeCent CompteBorrell;110_5
2022-09-07T03:25:00Z;2;0;2;ConsellDeCent Girona;110_8
2022-09-07T03:30:00Z;3;0;2;ConsellDeCent Girona;110_8
2022-09-07T03:30:00Z;26;0;0;ConsellDeCent Rocafort;110_4
2022-09-07T03:30:00Z;20;0;5;ConsellDeCent EnriqueGranados;110_6
2022-09-07T03:30:00Z;9;4;2;Valencia EnriqueGranados;110_2
2022-09-07T03:30:00Z;56;1;13;Valencia Rocafort;110_1
2022-09-07T03:30:00Z;0;0;0;ConsellDeCent CompteBorrell;110_5
2022-09-07T03:30:00Z;10;6;49;Valencia Girona;110_3
2022-09-07T03:35:00Z;24;2;2;ConsellDeCent EnriqueGranados;110_6
2022-09-07T03:35:00Z;2;1;1;ConsellDeCent Girona;110_8
2022-09-07T03:35:00Z;13;4;41;Valencia Girona;110_3
2022-09-07T03:35:00Z;1;0;0;ConsellDeCent CompteBorrell;110_5
2022-09-07T03:35:00Z;24;0;12;Valencia EnriqueGranados;110_2
2022-09-07T03:35:00Z;23;0;0;ConsellDeCent Rocafort;110_4
2022-09-07T03:35:00Z;48;0;9;Valencia Rocafort;110_1
2022-09-07T03:40:00Z;13;0;53;Valencia Girona;110_3
2022-09-07T03:40:00Z;2;0;0;ConsellDeCent Girona;110_8
2022-09-07T03:40:00Z;61;0;6;Valencia Rocafort;110_1
2022-09-07T03:40:00Z;23;0;2;Valencia EnriqueGranados;110_2
2022-09-07T03:40:00Z;1;1;0;ConsellDeCent CompteBorrell;110_5
2022-09-07T03:40:00Z;12;1;0;ConsellDeCent EnriqueGranados;110_6
2022-09-07T03:40:00Z;30;0;0;ConsellDeCent Rocafort;110_4
2022-09-07T03:45:00Z;15;2;11;ConsellDeCent EnriqueGranados;110_6
2022-09-07T03:45:00Z;1;0;1;ConsellDeCent CompteBorrell;110_5
2022-09-07T03:45:00Z;17;9;48;Valencia EnriqueGranados;110_2
2022-09-07T03:45:00Z;15;0;45;Valencia Girona;110_3
2022-09-07T03:45:00Z;33;0;3;Valencia Rocafort;110_1
2022-09-07T03:45:00Z;2;0;0;ConsellDeCent Girona;110_8
2022-09-07T03:45:00Z;69;3;7;ConsellDeCent Rocafort;110_4
2022-09-07T03:50:00Z;19;0;52;Valencia EnriqueGranados;110_2
2022-09-07T03:50:00Z;3;0;0;ConsellDeCent Girona;110_8
2022-09-07T03:50:00Z;12;0;67;Valencia Girona;110_3
2022-09-07T03:50:00Z;3;2;1;ConsellDeCent CompteBorrell;110_5
2022-09-07T03:50:00Z;13;2;7;ConsellDeCent EnriqueGranados;110_6
2022-09-07T03:50:00Z;51;0;6;Valencia Rocafort;110_1
2022-09-07T03:50:00Z;27;0;0;ConsellDeCent Rocafort;110_4
2022-09-07T03:55:00Z;12;2;6;ConsellDeCent EnriqueGranados;110_6
2022-09-07T03:55:00Z;28;0;1;ConsellDeCent Rocafort;110_4
2022-09-07T03:55:00Z;7;0;44;Valencia Girona;110_3
2022-09-07T03:55:00Z;2;0;0;ConsellDeCent Girona;110_8
2022-09-07T03:55:00Z;56;1;7;Valencia Rocafort;110_1
2022-09-07T03:55:00Z;4;0;8;ConsellDeCent CompteBorrell;110_5
2022-09-07T03:55:00Z;10;2;12;Valencia EnriqueGranados;110_2
2022-09-07T04:00:00Z;9;5;63;Valencia Girona;110_3
2022-09-07T04:00:00Z;0;1;0;ConsellDeCent CompteBorrell;110_5
2022-09-07T04:00:00Z;34;0;4;Valencia Rocafort;110_1
2022-09-07T04:00:00Z;1;0;0;ConsellDeCent Girona;110_8
2022-09-07T04:00:00Z;28;0;0;ConsellDeCent Rocafort;110_4
2022-09-07T04:00:00Z;19;1;7;ConsellDeCent EnriqueGranados;110_6
2022-09-07T04:00:00Z;21;2;20;Valencia EnriqueGranados;110_2
2022-09-07T04:05:00Z;91;0;7;Valencia Rocafort;110_1
2022-09-07T04:05:00Z;19;0;21;ConsellDeCent EnriqueGranados;110_6
2022-09-07T04:05:00Z;9;3;42;Valencia Girona;110_3
2022-09-07T04:05:00Z;12;2;28;Valencia EnriqueGranados;110_2
2022-09-07T04:05:00Z;1;1;0;ConsellDeCent CompteBorrell;110_5
2022-09-07T04:05:00Z;2;0;1;ConsellDeCent Girona;110_8
2022-09-07T04:05:00Z;38;2;0;ConsellDeCent Rocafort;110_4
2022-09-07T04:10:00Z;8;5;49;Valencia Girona;110_3
2022-09-07T04:10:00Z;2;0;0;ConsellDeCent Girona;110_8
2022-09-07T04:10:00Z;25;4;0;ConsellDeCent Rocafort;110_4
2022-09-07T04:10:00Z;0;1;2;ConsellDeCent CompteBorrell;110_5
2022-09-07T04:10:00Z;19;0;3;Valencia EnriqueGranados;110_2
2022-09-07T04:10:00Z;28;0;2;Valencia Rocafort;110_1
2022-09-07T04:10:00Z;15;0;11;ConsellDeCent EnriqueGranados;110_6
2022-09-07T04:15:00Z;19;0;1;Valencia EnriqueGranados;110_2
2022-09-07T04:15:00Z;21;1;2;ConsellDeCent Rocafort;110_4
2022-09-07T04:15:00Z;1;0;5;ConsellDeCent CompteBorrell;110_5
2022-09-07T04:15:00Z;3;1;1;ConsellDeCent Girona;110_8
2022-09-07T04:15:00Z;10;0;26;Valencia Girona;110_3
2022-09-07T04:15:00Z;14;2;1;ConsellDeCent EnriqueGranados;110_6
2022-09-07T04:15:00Z;41;0;5;Valencia Rocafort;110_1
2022-09-07T04:20:00Z;38;0;6;Valencia Rocafort;110_1
2022-09-07T04:20:00Z;0;0;4;ConsellDeCent CompteBorrell;110_5
2022-09-07T04:20:00Z;1;0;2;ConsellDeCent Girona;110_8
2022-09-07T04:20:00Z;61;2;7;ConsellDeCent Rocafort;110_4
2022-09-07T04:20:00Z;15;0;11;ConsellDeCent EnriqueGranados;110_6
2022-09-07T04:20:00Z;21;0;9;Valencia EnriqueGranados;110_2
2022-09-07T04:20:00Z;8;0;22;Valencia Girona;110_3
2022-09-07T04:25:00Z;19;0;2;Valencia Rocafort;110_1
2022-09-07T04:25:00Z;13;0;0;ConsellDeCent EnriqueGranados;110_6
2022-09-07T04:25:00Z;29;0;1;ConsellDeCent Rocafort;110_4
